DonorName,AcceptorName,DonorSMILES,AcceptorSMILES,V_OC,J_SC,FF_percent,PCE,HOMO_D,LUMO_D,HOMO_A,LUMO_A,Lambda+,Lambda-,PubYear,DOI,Source_Database
PBDB-T,IDT6CN-M,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5/C(=O)c6cc(C)ccc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(C)ccc5C4=C(C#N)C#N)sc23)cc1,0.93,16.3,75.9,11.4,-5.33,-3.48,-5.6,-3.87,,,2019,10.1039/c9ta02243k,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T-SF,ITIC-S,CCCCC(CC)CSc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(SCC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4/C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3sc4c(-c5ccc(SCC(CC)CCCC)s5)c5c6c(sc5c(-c5ccc(SCC(CC)CCCC)s5)c4c32)-c2sc(/C=C3/C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,1.046,16.4,66.3,11.4,-5.4,-3.6,-5.5,-3.86,,,2019,10.1021/acsami.9b11700,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PT-810-H,ITIC,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4ccc(/C(C#N)=C/c5cc(OCC(CCCCCCCC)CCCCCCCCCC)c(/C=C(\C#N)c6ccc(C)s6)cc5OCC(CCCCCCCC)CCCCCCCCCC)s4)s3)c2n1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1.04,12.43,53.1,7.03,-5.51,-3.78,-5.6,-3.99,,,2019,10.1016/j.polymer.2019.121580,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T,PH,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCCN1C(=O)c2csc(-c3sc(-c4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sccc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)c5c4C(=O)N(CCCCCCCCC)C5=O)c(CCCCCC)c3CCCCCC)c2C1=O,0.89,13.34,58.0,7.02,-5.33,-3.53,-5.62,-3.43,,,2019,10.1021/acs.chemmater.9b04464,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PM6,CZTT-IC,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c5cc6c(cc5n(CC)c4cc3-c3sc4cc(/C=C5\C(=O)c7ccccc7C5=C(C#N)C#N)sc4c32)-c2sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3c2C6(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,1.07,12.83,51.16,7.02,-5.56,-3.65,-5.54,-3.97,,,2019,10.1039/c9ta08573d,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PTB7-Th,P-2,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\\C#N)C2=C/C3=CC=C(/C(C(C=C/4)=NC4=C5\\C6=C(OCCCCCCCCCCCC)C=CC=C6OCCCCCCCCCCCC)=C7C=C/C8=C(C9=C(OCCCCCCCCCCCC)C=CC=C9OCCCCCCCCCCCC)/C%10=N/C(C=C%10)=C(C%11=CC=C(/C=C%12C(C(C=C(F)C(F)=C%13)=C%13C\\%12=C(C#N)\\C#N)=O)S%11)\\C%14=CC=C5N%14[Zn]N8\\7)S3,0.8,13.5,64.8,6.98,-5.24,-3.66,-5.71,-4.28,,,2019,10.1021/acsami.9b15975,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PDBT(E)BTz-p,IT-4F,CCCCCCC(CCCC)COC(=O)c1ccsc1-c1cnc(-c2ncc(-c3sc(-c4cc5sc6c(-c7cc(Cl)c(CC(CCCC)CCCCCC)s7)c7c(sc8ccsc87)c(-c7cc(Cl)c(CC(CCCC)CCCCCC)s7)c6c5s4)cc3C(=O)OCC(CCCC)CCCCCC)s2)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.98,14.93,48.2,6.96,-5.65,-3.65,-5.66,-4.14,,,2019,10.1039/c9ta04237g,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PDCBT-2Cl,ITIC-Th1,CCOC(=O)c1csc(-c2cc(C(=O)OCC)c(-c3cc(Cl)c(-c4sc(-c5sc(-c6cc(C(=O)OCC)c(-c7cc(Cl)c(-c8sc(-c9sc(-c%10cc(C(=O)OCC)c(-c%11cc(Cl)c(-c%12sccc%12Cl)s%11)s%10)cc9C(=O)OCC)cc8Cl)s7)s6)cc5C(=O)OCC)cc4Cl)s3)s2)c1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)s3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7cc(F)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)s2)(c2ccc(CCCCCC)s2)c2c-4sc3cc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)sc23)s1,0.99,13.54,51.8,6.94,-5.44,-3.0,-5.74,-4.01,,,2019,10.1021/acs.macromol.9b00793,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDTTFTQ-DO,ITIC-Th1,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)cc(F)c4c3nc2-c2cccc(c2)OCCC(CC)(CCCCC)CCCCCc2cc(sc2CCCCCCCC)-c2c3cc(C)sc3c(-c3cc(CCCCCCCC)c(CCCCCCCC)s3)c3cc(sc23)-c2ccc-4s2)c1,CCCCCCc1cc(C2(c3ccc(CCCCCC)s3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)s2)(c2ccc(CCCCCC)s2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc23)cs1,0.84,13.35,61.7,6.92,-5.37,-3.03,-5.48,-3.83,,,2019,10.1016/j.orgel.2019.06.007,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
J65,ITIC,CCCCC(CC)CSc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6cccs6)c6nn(CCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)nc56)s4)sc3c(-c3ccc(SCC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.93,13.28,55.99,6.91,-5.38,-3.6,-5.576,-3.916,,,2019,10.1016/j.orgel.2019.105603,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PTQ10,10b,CCCCCCCCC(CCCCCC)COc1cnc2c(C)c(F)c(F)c(-c3ccc(C)s3)c2n1,O=C(N(C(CCCCC)CCCCC)C1=O)C(C1=C2)=CC(C2=C3)=CC4=C3C5=N/C4=N\\C(N67)=C8C(C=C(C=C(C(N(C(CCCCC)CCCCC)C9=O)=O)C9=C%10)C%10=C8)=C6N=C%11N(B7OC%12=CC=CC=C%12)/C(C%13=C%11C=C%14C(C=C(C(N(C(CCCCC)CCCCC)C%15=O)=O)C%15=C%14)=C%13)=N\\5,1.1,4.73,38.1,1.99,-5.54,-2.98,-5.52,-3.79,,,2019,10.1039/c9tc06238f,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
CY1,PC71BM,CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1c(-c3cccs3)sc(-c3ccc(-c4cc5c(-c6ccc(SCCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)s6)c6sccc6c(-c6ccc(SCCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)s6)c5s4)s3)c1C2=O,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,0.85,3.58,60.7,1.85,-5.39,-3.55,-5.9,-3.9,,,2019,10.1016/j.synthmet.2019.116116,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T,IDTV-PhIC,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCC(CC)COc1ccc(C(=C2c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc32)C(=C(c2ccc(OCC(CC)CCCC)cc2)c2ccc(OCC(CC)CCCC)cc2)c2cc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)sc2-4)c2ccc(OCC(CC)CCCC)cc2)cc1,0.98,4.93,36.6,1.77,-5.54,-3.65,-5.52,-3.84,,,2019,10.1039/c9tc02237f,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDTT-TPD,IDIC,CCCCCCCCCCCCc1ccc(-c2c3cc(-c4sc(C)c5c4C(=O)N(CCCCCCCC)C5=O)sc3c(-c3ccc(CCCCCCCCCCCC)s3)c3cc(C)sc23)s1,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,0.89,14.47,55.2,7.15,-5.51,-3.09,-5.59,-3.91,,,2019,10.1016/j.reactfunctpolym.2019.104378,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-TF,Y1,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCC(CC)Cn1nc2c(n1)c1c3sc4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc4c3n(CC(CC)CCCC)c1c1c2c2sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3c2n1CC(CC)CCCC,0.92,12.9,55.5,7.1,-5.49,-3.64,-5.45,-3.95,,,2019,10.1002/adma.201904215,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDBT,PC71BM,CCCCC(CC)Cc1sc(-c2c3cc(-c4cccc5nsnc45)sc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3ccsc23)cc1Cl,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,0.83,12.83,66.59,7.08,-5.33,-3.48,-5.9,-3.9,,,2019,10.1021/acsaem.9b02302,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
P2,IT-M,CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4c(F)c(F)c(-c5ccc(C)s5)c5nn(CCOCCOCCOCCOC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(C)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc23)cc1,0.87,15.44,52.5,7.06,-5.42,-3.43,-5.58,-3.98,,,2019,10.1021/acsapm.9b00044,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T,PNDI-FTVT,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2ccc3c4c(c(-c5cc(F)c(/C=C/c6sccc6F)s5)cc(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,0.72,14.6,69.0,7.04,-5.33,-2.92,-5.5,-3.96,,,2019,10.1021/acs.chemmater.9b00639,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
POEGT,TQBT,CCOCCOCCOc1cc(-c2ccc(-c3cc(OCCOCCOCC)c(-c4ccc(C)s4)s3)s2)sc1C,CCOCCOCCOc1ccc(-c2nc3c(-c4ccc5nsnc5c4)c4nsnc4c(-c4ccc5nsnc5c4)c3nc2-c2ccc(OCCOCCOCC)cc2)cc1,0.92,0.56,34.0,0.18,-4.74,-2.98,-5.68,-3.77,,,2019,10.1039/c9nj02419k,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
44BT,ITIC,CCCCCCN(CCCC)C(=O)c1ccsc1-c1cc(C(=O)N(CCCC)CCCC)c(-c2ccc(-c3cccs3)s2)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.81,3.5,30.0,0.85,-5.3,-3.22,-5.576,-3.916,,,2019,10.1039/c9ra06909g,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PTQ8,Y6,CCCCCCCCC(CCCCCC)COc1cnc2c(C)ccc(-c3sc(C)c(F)c3F)c2n1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.89,3.11,32.5,0.9,-5.68,-2.92,-5.66,-4.08,,,2019,10.1002/adma.201905480,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
TE2-BTDF-(T2),ITIC,CCCCCCCCCCCCC(CCCCCCCCCC)COC(=O)c1cc(-c2c(F)c(F)c(-c3cc(C(=O)OCC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c4ccc(-c5ccc(C)s5)s4)s3)c3nsnc23)sc1C,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1.0,4.4,55.0,2.3,-5.76,-3.59,-5.89,-4.29,,,2019,10.1021/acs.chemmater.9b03327,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
P(T4-DPP-M),ITIC,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1csc(C2=C3C(=O)N(C)C(c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c5ccc(-c6cccs6)s5)s4)=C3C(=O)N2C)c1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.69,6.7,46.0,2.2,-5.4,-4.0,-5.49,-3.83,,,2019,10.1016/j.orgel.2019.02.020,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T,NDI-IDT,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2sccc21)C(CCCCCCCC)(CCCCCCCC)c1cc(-c2cc4c5c(ccc6c5c2C(=O)N(CC(CC)CCCC)C6=O)C(=O)N(CC(CC)CCCC)C4=O)sc1-3,0.94,3.7,63.0,2.19,-5.33,-3.48,-5.56,-3.73,,,2019,10.1002/adma.201905161,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PPDT2FBT-A,P(NDIDEG-T),COCCOCCOCCOCC(COCCOCCOCCOC)Oc1cc(-c2ccc(-c3c(F)c(F)cc4nsnc34)s2)c(OC(COCCOCCOCCOC)COCCOCCOCCOC)cc1-c1cccs1,COCCOCCOCC(COCCOCCOC)CN1C(=O)c2ccc3c4c(c(-c5cccs5)cc(c24)C1=O)C(=O)N(CC(COCCOCCOC)COCCOCCOC)C3=O,0.66,6.43,44.0,2.15,-5.19,-3.46,-5.74,-4.01,,,2019,10.1021/acsami.9b13812,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PDCBT,PNDI-BDT10,CCCCCCCCC(CCCCCC)COC(=O)c1csc(-c2cc(C(=O)OCC(CCCCCC)CCCCCCCC)c(-c3ccc(-c4cccs4)s3)s2)c1,CCCCCCCCC(CCCCCC)CN1C(=O)c2ccc3c4c(c(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sccc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)cc(c24)C1=O)C(=O)N(CC(CCCCCC)CCCCCCCC)C3=O,0.92,4.53,49.92,2.1,-5.31,-3.0,-6.07,-3.77,,,2019,10.1039/c9tc03142a,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
P(BDT-ThNTTh),PC71BM,CCCCC(CC)COc1c2cc(-c3ccc(-c4c5cc(-c6cccs6)c(-c6cccs6)cc5c(-c5cccs5)c5nsnc45)s3)sc2c(OCC(CC)CCCC)c2ccsc12,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,0.48,10.49,26.2,1.31,-5.33,-3.54,-5.9,-3.9,,,2019,10.1016/j.synthmet.2019.04.013,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
TE2-BTDF-(T2),O-IDTBR,CCCCCCCCCCCCC(CCCCCCCCCC)COC(=O)c1cc(-c2c(F)c(F)c(-c3cc(C(=O)OCC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c4ccc(-c5ccc(C)s5)s4)s3)c3nsnc23)sc1C,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2sc(-c4ccc(/C=C5\SC(=S)N(CC)C5=O)c5nsnc45)cc21)C(CCCCCCCC)(CCCCCCCC)c1cc(-c2ccc(/C=C4\SC(=S)N(CC)C4=O)c4nsnc24)sc1-3,1.04,0.6,51.0,0.31,-5.76,-3.59,-5.73,-3.92,,,2019,10.1021/acs.chemmater.9b03327,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
P(BDT-NTTh),PC71BM,CCCCC(CC)COc1c2cc(-c3c4cc(-c5cccs5)c(-c5cccs5)cc4cc4nsnc34)sc2c(OCC(CC)CCCC)c2ccsc12,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,0.67,2.04,25.2,0.34,-5.34,-3.5,-5.9,-3.9,,,2019,10.1016/j.synthmet.2019.04.013,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T,IDTV-ThIC,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCC(CC)Cc1ccc(C(=C2c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc32)C(=C(c2ccc(CC(CC)CCCC)s2)c2ccc(CC(CC)CCCC)s2)c2cc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)sc2-4)c2ccc(CC(CC)CCCC)s2)s1,0.91,2.06,33.3,0.62,-5.54,-3.65,-5.43,-3.72,,,2019,10.1039/c9tc02237f,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
POEGT,TQFP,CCOCCOCCOc1cc(-c2ccc(-c3cc(OCCOCCOCC)c(-c4ccc(C)s4)s3)s2)sc1C,CCOCCOCCOc1ccc(-c2nc3c(-c4ccnc(F)c4F)c4nsnc4c(-c4ccnc(F)c4F)c3nc2-c2ccc(OCCOCCOCC)cc2)cc1,0.66,0.65,26.0,0.11,-4.74,-2.98,-5.85,-3.89,,,2019,10.1039/c9nj02419k,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDT-TT,N2200,CCCCC(CC)COC(=O)c1c(-c2cccs2)sc2c(C(=O)OCC(CC)CCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sccc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc12,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6cccs6)s5)cc(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,0.75,2.0,46.0,0.7,-5.23,-3.34,-5.71,-4.02,,,2019,10.1021/acs.chemmater.9b03570,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PTB7-Th,SF-HR,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCN1C(=O)/C(=C/c2ccc(-c3ccc4c(c3)C3(c5cc(-c6ccc(/C=C7\SC(=S)N(CC)C7=O)s6)ccc5-4)c4cc(-c5ccc(/C=C6\SC(=S)N(CC)C6=O)s5)ccc4-c4ccc(-c5ccc(/C=C6\SC(=S)N(CC)C6=O)s5)cc43)s2)SC1=S,1.15,0.36,31.0,0.13,-5.29,-3.72,-5.53,-3.33,,,2019,10.1039/c9ra03188j,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
66BT,PCBM,CCCCCCN(CCCCCC)C(=O)c1ccsc1-c1cc(C(=O)N(CCCCCC)CCCCCC)c(-c2ccc(-c3cccs3)s2)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,0.87,2.7,31.0,0.72,-5.3,-3.24,-6.1,-3.7,,,2019,10.1039/c9ra06909g,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-TF,BTIC-2Br-m,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccc(Br)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8ccc(Br)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.88,25.03,73.1,16.11,-5.49,-3.64,-5.56,-4.07,,,2019,10.1002/advs.201903784,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
